ticker,date,open,high,low,close,volume,change_percent
GOOG,2021-10-01,134.45,148.65,131.05,148.05,720800000,10.75
GOOG,2021-09-01,145.0,146.25,133.56,133.68,590910000,-7.62
GOOG,2021-08-01,135.12,145.97,133.32,144.7,461620000,7.4
GOOG,2021-07-01,121.72,138.3,121.53,134.73,610840000,10.35
GOOG,2021-06-01,118.72,123.1,116.48,122.09,544960000,3.6
GOOG,2021-05-01,118.25,119.45,109.68,117.84,603500000,0.14
GOOG,2021-04-01,104.61,121.57,104.57,117.68,702400000,14.11
GOOG,2021-03-01,102.4,105.69,99.7,103.13,756760000,2.01
GOOG,2021-02-01,92.23,107.26,92.23,101.1,678360000,10.65
GOOG,2021-01-01,88.0,96.6,84.81,91.37,791710000,4.26
GOOG,2020-12-01,88.33,92.19,84.7,87.63,608670000,-0.1
GOOG,2020-11-01,81.18,90.84,80.61,87.72,632000000,8.56
GOOG,2020-10-01,74.18,84.07,71.66,80.81,855060000,10.27
GOOG,2020-09-01,81.61,86.31,70.11,73.28,836690000,-10.06
GOOG,2020-08-01,74.55,82.64,73.2,81.48,614670000,9.52
GOOG,2020-07-01,70.96,79.35,70.71,74.4,823140000,4.93
GOOG,2020-06-01,71.29,73.79,67.58,70.9,814320000,-1.08
GOOG,2020-05-01,66.2,72.26,64.8,71.68,725270000,6.45
GOOG,2020-04-01,56.2,68.01,53.75,67.33,1120000000,15.9
GOOG,2020-03-01,67.57,70.41,50.44,58.1,1570000000,-13.24
GOOG,2020-02-01,73.08,76.54,63.41,66.96,831300000,-6.53
GOOG,2020-01-01,67.42,75.03,67.32,71.64,674010000,6.97
GOOG,2019-12-01,65.13,68.35,63.85,66.97,565600000,2.71
GOOG,2019-11-01,63.29,66.7,62.99,65.2,527190000,3.6
GOOG,2019-10-01,61.12,64.96,58.16,62.94,622540000,3.08
GOOG,2019-09-01,59.09,62.4,58.19,61.06,525490000,2.57
GOOG,2019-08-01,60.88,61.81,57.14,59.53,587060000,-2.27
GOOG,2019-07-01,55.05,63.42,54.77,60.91,715270000,12.5
GOOG,2019-06-01,53.35,56.33,51.35,54.14,712480000,-2.14
GOOG,2019-05-01,59.88,59.96,55.17,55.33,742740000,-7.71
GOOG,2019-04-01,59.38,64.85,59.15,59.95,647500000,1.88
GOOG,2019-03-01,56.55,61.82,56.51,58.84,663720000,4.47
GOOG,2019-02-01,56.11,57.7,54.68,56.33,652200000,0.06
GOOG,2019-01-01,51.36,56.38,51.12,56.29,697200000,7.74
GOOG,2018-12-01,56.61,56.75,48.88,52.25,857400000,-5.83
GOOG,2018-11-01,54.57,55.5,50.11,55.48,786270000,1.75
GOOG,2018-10-01,60.65,61.23,50.36,54.53,1130000000,-9.65
GOOG,2018-09-01,61.13,61.39,57.58,60.35,718540000,-2.01
GOOG,2018-08-01,61.96,63.6,60.2,61.59,685970000,0.37
GOOG,2018-07-01,55.77,64.57,55.33,61.36,836120000,8.68
GOOG,2018-06-01,55.64,60.07,55.3,56.46,803690000,2.65
GOOG,2018-05-01,50.81,55.91,50.39,55.0,740730000,7.99
GOOG,2018-04-01,51.38,54.88,49.71,50.93,985040000,-1.79
GOOG,2018-03-01,55.48,58.91,49.2,51.86,1040000000,-6.05
GOOG,2018-02-01,58.8,59.37,49.85,55.2,1030000000,-6.62
GOOG,2018-01-01,52.65,59.9,52.65,59.11,657750000,12.23
GOOG,2017-12-01,51.52,54.32,50.12,52.67,598810000,1.66
GOOG,2017-11-01,51.82,54.0,51.43,51.81,573750000,0.3
GOOG,2017-10-01,48.78,53.18,48.1,51.65,737090000,6.09
GOOG,2017-09-01,47.87,48.79,46.23,48.69,592590000,1.93
GOOG,2017-08-01,47.39,47.86,45.93,47.76,655520000,1.03
GOOG,2017-07-01,46.66,50.31,45.77,47.28,838370000,1.7
GOOG,2017-06-01,49.55,50.43,46.48,46.48,881700000,-5.82
GOOG,2017-05-01,46.21,49.98,46.04,49.35,707400000,6.77
GOOG,2017-04-01,42.44,46.79,41.73,46.23,574430000,9.05
GOOG,2017-03-01,42.57,43.72,41.22,42.39,691060000,0.34
GOOG,2017-02-01,41.2,42.69,40.6,42.25,529840000,3.02
GOOG,2017-01-01,40.03,43.35,39.84,41.01,736810000,3.5
GOOG,2016-12-01,38.93,41.22,37.67,39.62,687130000,2.14
GOOG,2016-11-01,40.54,40.8,37.18,38.79,967070000,-4.2
GOOG,2016-10-01,40.13,41.95,39.81,40.49,707830000,0.73
GOOG,2016-09-01,39.6,40.95,39.17,40.2,631540000,1.8
GOOG,2016-08-01,39.33,40.69,39.25,39.49,577140000,-0.19
GOOG,2016-07-01,35.26,40.2,34.95,39.57,653350000,12.48
GOOG,2016-06-01,37.42,37.57,33.63,35.18,839580000,-6.05
GOOG,2016-05-01,35.6,37.67,35.2,37.44,682160000,5.79
GOOG,2016-04-01,37.86,39.55,35.16,35.39,933240000,-7.21
GOOG,2016-03-01,36.06,38.87,35.2,38.15,853390000,6.37
GOOG,2016-02-01,38.56,40.52,34.1,35.86,1350000000,-5.8
GOOG,2016-01-01,38.11,38.46,34.39,38.07,1040000000,-2.14
GOOG,2015-12-01,38.35,39.93,36.81,38.9,873010000,1.99
GOOG,2015-11-01,36.89,39.15,36.57,38.14,751550000,3.45
GOOG,2015-10-01,31.9,37.63,31.56,36.87,1010000000,15.51
GOOG,2015-09-01,31.69,34.1,30.89,31.92,871530000,-1.46
GOOG,2015-08-01,32.88,35.2,29.65,32.39,1110000000,-1.47
GOOG,2015-07-01,27.18,35.67,26.99,32.88,1370000000,21.75
GOOG,2015-06-01,27.44,28.28,26.94,27.0,704360000,-0.97
GOOG,2015-05-01,27.53,27.91,26.61,27.27,648440000,-0.63
GOOG,2015-04-01,27.74,29.24,26.45,27.44,874930000,-1.07
GOOG,2015-03-01,28.35,29.16,27.52,27.74,864150000,-1.41
GOOG,2015-02-01,26.72,28.47,26.09,28.13,808410000,4.67
GOOG,2015-01-01,26.63,27.27,24.55,26.88,1060000000,1.3
GOOG,2014-12-01,27.25,27.44,24.86,26.53,1090000000,-3.35
GOOG,2014-11-01,28.18,28.36,26.96,27.45,595510000,-3.31
GOOG,2014-10-01,29.34,29.62,25.92,28.39,1110000000,-3.49
GOOG,2014-09-01,29.15,30.27,28.85,29.42,709290000,1.04
GOOG,2014-08-01,28.93,29.89,28.37,29.12,582360000,0.48
GOOG,2014-07-01,29.38,30.45,28.61,28.98,772290000,-0.88
GOOG,2014-06-01,28.49,29.48,27.37,29.23,790260000,2.28
GOOG,2014-05-01,26.71,28.88,25.55,28.58,829360000,6.87
GOOG,2014-04-01,28.03,29.42,25.55,26.74,1340000000,-4.11
GOOG,2014-03-01,30.2,30.7,27.58,27.89,874060000,-8.32
GOOG,2014-02-01,29.51,30.75,28.23,30.42,812860000,2.94
GOOG,2014-01-01,27.91,29.69,27.08,29.55,1090000000,5.38
GOOG,2013-12-01,26.61,28.05,26.25,28.04,677560000,5.77
GOOG,2013-11-01,25.82,26.73,25.15,26.52,525530000,2.81
GOOG,2013-10-01,22.03,26.06,21.09,25.79,1110000000,17.66
GOOG,2013-09-01,21.38,22.67,21.37,21.92,662940000,3.43
GOOG,2013-08-01,22.4,22.76,21.16,21.19,670190000,-4.6
GOOG,2013-07-01,22.18,23.22,21.91,22.22,1030000000,0.84
GOOG,2013-06-01,21.85,22.79,21.2,22.03,972010000,1.05
GOOG,2013-05-01,20.6,23.04,20.43,21.8,989060000,5.66
GOOG,2013-04-01,19.89,20.71,19.05,20.63,1070000000,3.83
GOOG,2013-03-01,19.96,21.12,19.85,19.87,851200000,-0.88
GOOG,2013-02-01,18.97,20.24,18.97,20.05,927250000,6.02
GOOG,2013-01-01,18.0,19.04,17.4,18.91,1050000000,6.83
GOOG,2012-12-01,17.57,18.47,17.07,17.7,834170000,1.29
GOOG,2012-11-01,17.0,17.5,15.92,17.48,933830000,2.66
GOOG,2012-10-01,18.99,19.38,16.76,17.02,1440000000,-9.83
GOOG,2012-09-01,17.13,19.14,16.85,18.88,1200000000,10.13
GOOG,2012-08-01,15.95,17.24,15.6,17.14,941440000,8.23
GOOG,2012-07-01,14.56,16.08,14.07,15.84,1030000000,9.12
GOOG,2012-06-01,14.31,14.71,13.93,14.52,930380000,-0.17
GOOG,2012-05-01,15.11,15.96,14.49,14.54,1170000000,-3.96
GOOG,2012-04-01,16.03,16.34,14.77,15.14,1180000000,-5.67
GOOG,2012-03-01,15.57,16.48,14.86,16.05,946810000,3.75
GOOG,2012-02-01,14.64,15.66,14.49,15.47,947450000,6.54
GOOG,2012-01-01,16.34,16.77,14.13,14.52,1470000000,-10.15
GOOG,2011-12-01,15.01,16.18,14.99,16.16,1100000000,7.73
GOOG,2011-11-01,14.52,15.47,14.05,15.0,1210000000,1.15
GOOG,2011-10-01,12.76,15.08,12.03,14.83,1540000000,15.05
GOOG,2011-09-01,13.53,13.98,12.77,12.89,1170000000,-4.8
GOOG,2011-08-01,15.3,15.4,12.28,13.54,2140000000,-10.39
GOOG,2011-07-01,12.68,15.7,12.67,15.11,1620000000,19.26
GOOG,2011-06-01,13.21,13.34,11.84,12.67,1180000000,-4.31
GOOG,2011-05-01,13.66,13.66,12.85,13.24,905420000,-2.79
GOOG,2011-04-01,14.73,14.89,12.99,13.62,1410000000,-7.22
GOOG,2011-03-01,15.46,15.5,13.8,14.68,1200000000,-4.36
GOOG,2011-02-01,15.13,15.79,15.05,15.35,838070000,2.2
GOOG,2011-01-01,14.93,16.09,14.9,15.02,1200000000,1.08
GOOG,2010-12-01,14.09,15.19,14.07,14.86,846300000,6.83
GOOG,2010-11-01,15.41,15.79,13.85,13.91,1170000000,-9.44
GOOG,2010-10-01,13.26,15.63,12.98,15.36,1590000000,16.72
GOOG,2010-09-01,11.39,13.43,11.32,13.16,1200000000,16.87
GOOG,2010-08-01,12.24,12.73,11.2,11.26,1060000000,-7.17
GOOG,2010-07-01,11.14,12.45,10.85,12.13,1390000000,8.98
GOOG,2010-06-01,12.02,12.74,11.13,11.13,1200000000,-8.4
GOOG,2010-05-01,13.18,13.34,11.51,12.15,1630000000,-7.67
GOOG,2010-04-01,14.3,14.96,13.04,13.16,1460000000,-7.26
GOOG,2010-03-01,13.24,14.72,13.21,14.19,1680000000,7.66
GOOG,2010-02-01,13.38,13.7,13.01,13.18,1040000000,-0.6
GOOG,2010-01-01,15.69,15.75,13.15,13.26,1780000000,-14.51
GOOG,2009-12-01,14.72,15.66,14.49,15.51,852910000,6.31
GOOG,2009-11-01,13.44,14.69,13.22,14.59,818530000,8.72
GOOG,2009-10-01,12.34,14.05,12.08,13.42,1540000000,8.14
GOOG,2009-09-01,11.5,12.69,11.33,12.41,1020000000,7.45
GOOG,2009-08-01,11.23,11.87,10.97,11.55,975480000,4.15
GOOG,2009-07-01,10.62,11.33,9.91,11.09,1460000000,5.12
GOOG,2009-06-01,10.48,11.19,10.06,10.55,1410000000,1.05
GOOG,2009-05-01,9.89,10.44,9.63,10.44,1140000000,5.35
GOOG,2009-04-01,8.6,10.1,8.52,9.91,1760000000,13.78
GOOG,2009-03-01,8.34,8.99,7.24,8.71,2290000000,2.96
GOOG,2009-02-01,8.37,9.53,8.25,8.46,2230000000,-0.12
GOOG,2009-01-01,7.72,8.82,7.08,8.47,2200000000,10.0
GOOG,2008-12-01,7.17,8.25,6.57,7.7,2260000000,5.05
GOOG,2008-11-01,8.95,9.32,6.19,7.33,3160000000,-18.46
GOOG,2008-10-01,10.29,10.43,7.74,8.99,3990000000,-10.28
GOOG,2008-09-01,11.93,12.07,9.53,10.02,2800000000,-13.55
GOOG,2008-08-01,11.82,12.78,11.56,11.59,1380000000,-2.28
GOOG,2008-07-01,13.0,13.91,11.65,11.86,2080000000,-9.95
GOOG,2008-06-01,14.58,14.72,12.89,13.17,1880000000,-10.16
GOOG,2008-05-01,14.47,15.08,13.46,14.66,2089999999,2.02
GOOG,2008-04-01,11.2,14.64,11.04,14.37,2860000000,30.4
GOOG,2008-03-01,11.8,11.83,10.31,11.02,2910000000,-6.53
GOOG,2008-02-01,13.24,13.54,11.18,11.79,3540000000,-16.5
GOOG,2008-01-01,17.34,17.45,12.99,14.12,3160000000,-18.38
GOOG,2007-12-01,17.29,18.14,16.33,17.3,1710000000,-0.23
GOOG,2007-11-01,17.59,18.7,15.42,17.34,3430000000,-1.98
GOOG,2007-10-01,14.26,17.69,14.25,17.69,3110000000,24.58
GOOG,2007-09-01,12.89,14.31,12.78,14.2,1390000000,10.16
GOOG,2007-08-01,12.77,13.18,12.02,12.89,1770000000,1.02
GOOG,2007-07-01,13.15,13.98,12.48,12.76,2340000000,-2.45
GOOG,2007-06-01,12.54,13.39,12.45,13.08,2590000000,4.98
GOOG,2007-05-01,11.82,12.73,11.45,12.46,2000000000,5.59
GOOG,2007-04-01,11.46,12.32,11.31,11.8,1870000000,2.88
GOOG,2007-03-01,11.08,11.66,10.94,11.47,2370000000,1.96
GOOG,2007-02-01,12.66,12.66,11.09,11.25,2280000000,-10.36
GOOG,2007-01-01,11.65,12.84,11.54,12.55,2500000000,8.94
GOOG,2006-12-01,12.16,12.32,11.32,11.52,1840000000,-5.03
GOOG,2006-11-01,11.98,12.84,11.64,12.13,2370000000,1.76
GOOG,2006-10-01,10.06,12.31,9.96,11.92,3180000000,18.49
GOOG,2006-09-01,9.53,10.48,9.43,10.06,2430000000,6.23
GOOG,2006-08-01,9.64,9.76,9.09,9.47,2140000000,-2.07
GOOG,2006-07-01,10.51,10.71,9.45,9.67,2550000000,-7.82
GOOG,2006-06-01,9.35,10.49,9.3,10.49,2850000000,12.8
GOOG,2006-05-01,10.47,10.5,9.02,9.3,3500000000,-11.09
GOOG,2006-04-01,9.75,11.28,9.71,10.46,3710000000,7.17
GOOG,2006-03-01,9.22,9.98,8.3,9.76,6150000000,7.61
GOOG,2006-02-01,9.74,10.17,8.45,9.07,5950000000,-16.25
GOOG,2006-01-01,10.57,11.89,9.88,10.83,5990000000,4.34
GOOG,2005-12-01,10.24,11.17,9.98,10.38,3970000000,2.47
GOOG,2005-11-01,9.31,10.79,9.23,10.13,4240000000,8.81
GOOG,2005-10-01,7.85,9.38,7.27,9.31,3880000000,17.55
GOOG,2005-09-01,7.15,8.03,7.13,7.92,3410000000,10.61
GOOG,2005-08-01,7.21,7.5,6.84,7.16,2870000000,-0.56
GOOG,2005-07-01,7.38,7.95,7.18,7.2,4139999999,-2.17
GOOG,2005-06-01,7.09,7.74,6.69,7.36,7840000000,6.05
GOOG,2005-05-01,5.56,6.97,5.51,6.94,5090000000,25.95
GOOG,2005-04-01,4.55,5.62,4.5,5.51,4560000000,21.9
GOOG,2005-03-01,4.74,4.75,4.32,4.52,3450000000,-3.83
GOOG,2005-02-01,4.86,5.43,4.53,4.7,6530000000,-4.08
GOOG,2005-01-01,4.94,5.14,4.41,4.9,4110000000,1.66
MSFT,2024-12-01,421.57,456.16,420.66,421.5,439910000,-0.46
MSFT,2024-11-01,409.01,429.33,405.57,423.46,442320000,4.21
MSFT,2024-10-01,428.45,438.5,406.3,406.35,440770000,-5.57
MSFT,2024-09-01,417.91,441.85,400.8,430.3,376970000,3.15
MSFT,2024-08-01,420.79,427.46,385.58,417.14,451920000,-0.29
MSFT,2024-07-01,448.66,468.35,412.21,418.35,440450000,-6.4
MSFT,2024-06-01,415.52,456.17,408.92,446.95,342370000,7.67
MSFT,2024-05-01,392.61,433.6,390.31,415.13,413810000,6.63
MSFT,2024-04-01,423.95,429.37,388.03,389.33,441100000,-7.46
MSFT,2024-03-01,411.27,430.82,398.39,420.72,426450000,1.71
MSFT,2024-02-01,401.83,420.82,397.22,413.64,444200000,4.04
MSFT,2024-01-01,373.86,415.32,366.5,397.58,528490000,5.73
MSFT,2023-12-01,376.76,378.16,362.9,376.04,522080000,-0.76
MSFT,2023-11-01,339.79,384.3,339.65,378.91,564170000,12.07
MSFT,2023-10-01,316.28,346.2,311.21,338.11,540960000,7.08
MSFT,2023-09-01,331.31,340.86,309.45,315.75,416770000,-3.66
MSFT,2023-08-01,335.19,338.54,311.55,327.76,479670000,-2.43
MSFT,2023-07-01,339.19,366.78,327.0,335.92,666960000,-1.36
MSFT,2023-06-01,325.93,351.47,322.5,340.54,547750000,3.7
MSFT,2023-05-01,306.97,335.94,303.4,328.39,600860000,6.88
MSFT,2023-04-01,286.52,308.93,275.37,307.26,551520000,6.58
MSFT,2023-03-01,250.76,289.27,245.61,288.3,747750000,15.59
MSFT,2023-02-01,248.0,276.76,245.47,249.42,615540000,0.65
MSFT,2023-01-01,243.08,249.83,219.35,247.81,666170000,3.33
MSFT,2022-12-01,253.87,263.92,233.87,239.82,591370000,-6.0
MSFT,2022-11-01,234.6,255.33,213.43,255.14,615330000,9.91
MSFT,2022-10-01,235.41,251.04,219.13,232.13,671370000,-0.33
MSFT,2022-09-01,258.87,267.45,232.73,232.9,575600000,-10.93
MSFT,2022-08-01,277.82,294.18,260.66,261.47,477180000,-6.86
MSFT,2022-07-01,256.39,282.0,245.94,280.74,534990000,9.31
MSFT,2022-06-01,275.19,277.69,241.51,256.83,621500000,-5.53
MSFT,2022-05-01,277.71,290.88,246.44,271.87,742900000,-2.04
MSFT,2022-04-01,309.37,315.11,270.0,277.52,627390000,-9.99
MSFT,2022-03-01,296.4,315.95,270.0,308.31,734350000,3.19
MSFT,2022-02-01,310.41,315.12,271.52,298.79,697370000,-3.92
MSFT,2022-01-01,335.35,338.0,276.05,310.98,947990000,-7.53
MSFT,2021-12-01,335.13,344.3,317.25,336.32,625970000,1.73
MSFT,2021-11-01,331.36,349.67,326.37,330.59,509890000,-0.31
MSFT,2021-10-01,282.12,332.0,280.25,331.62,516520000,17.63
MSFT,2021-09-01,302.87,305.32,281.62,281.92,502930000,-6.61
MSFT,2021-08-01,286.36,305.84,283.74,301.88,441330000,5.96
MSFT,2021-07-01,269.61,290.15,269.6,284.91,522690000,5.17
MSFT,2021-06-01,251.23,271.65,243.0,270.9,508570000,8.5
MSFT,2021-05-01,253.4,254.35,238.07,249.68,495090000,-0.99
MSFT,2021-04-01,238.47,263.19,238.05,252.18,568700000,6.96
MSFT,2021-03-01,235.9,241.05,224.26,235.77,724980000,1.46
MSFT,2021-02-01,235.06,246.13,227.88,232.38,490980000,0.18
MSFT,2021-01-01,222.53,242.64,211.94,231.96,648000000,4.29
MSFT,2020-12-01,214.51,227.18,209.11,222.42,594570000,3.9
MSFT,2020-11-01,204.29,228.12,200.12,214.07,573470000,5.73
MSFT,2020-10-01,213.49,225.21,199.62,202.47,631670000,-3.74
MSFT,2020-09-01,225.51,232.86,196.25,210.33,768530000,-6.74
MSFT,2020-08-01,211.52,231.15,203.14,225.53,692500000,10.01
MSFT,2020-07-01,203.14,216.38,197.51,205.01,770510000,0.74
MSFT,2020-06-01,182.54,204.4,181.35,203.51,765010000,11.06
MSFT,2020-05-01,175.8,187.51,173.8,183.25,688960000,2.25
MSFT,2020-04-01,153.0,180.4,150.36,179.21,984810000,13.63
MSFT,2020-03-01,165.31,175.0,132.52,157.71,1610000000,-2.65
MSFT,2020-02-01,170.43,190.7,152.0,162.01,887890000,-4.83
MSFT,2020-01-01,158.78,174.05,156.51,170.23,559250000,7.95
MSFT,2019-12-01,151.81,159.55,146.65,157.7,452660000,4.17
MSFT,2019-11-01,144.26,152.5,142.97,151.38,393030000,5.59
MSFT,2019-10-01,139.66,145.67,133.22,143.37,563290000,3.12
MSFT,2019-09-01,136.61,142.37,134.51,139.03,477650000,0.85
MSFT,2019-08-01,137.0,140.94,130.78,137.86,585580000,1.17
MSFT,2019-07-01,136.63,141.68,134.67,136.27,484550000,1.72
MSFT,2019-06-01,123.85,138.4,119.01,133.96,508320000,8.31
MSFT,2019-05-01,130.53,130.65,123.04,123.68,547220000,-5.3
MSFT,2019-04-01,118.95,131.37,118.1,130.6,433160000,10.73
MSFT,2019-03-01,112.89,120.82,108.8,117.94,589050000,5.28
MSFT,2019-02-01,103.78,113.24,102.35,112.03,469100000,7.28
MSFT,2019-01-01,99.55,107.9,97.2,104.43,714200000,2.82
MSFT,2018-12-01,113.0,113.42,93.96,101.57,944290000,-8.4
MSFT,2018-11-01,107.05,112.24,99.35,110.89,720230000,3.82
MSFT,2018-10-01,114.75,116.18,100.11,106.81,927550000,-6.61
MSFT,2018-09-01,110.85,115.29,107.23,114.37,480260000,1.82
MSFT,2018-08-01,106.03,112.78,104.84,112.33,456630000,5.89
MSFT,2018-07-01,98.1,111.15,98.0,106.08,569500000,7.58
MSFT,2018-06-01,99.28,102.69,97.26,98.61,602590000,-0.23
MSFT,2018-05-01,93.21,99.99,92.45,98.84,509420000,5.69
MSFT,2018-04-01,90.47,97.9,87.51,93.52,668260000,2.47
MSFT,2018-03-01,93.99,97.24,87.08,91.27,750750000,-2.67
MSFT,2018-02-01,94.79,96.07,83.83,93.77,725660000,-1.31
MSFT,2018-01-01,86.12,95.45,85.5,95.01,574260000,11.07
MSFT,2017-12-01,83.6,87.5,80.7,85.54,466200000,1.63
MSFT,2017-11-01,83.68,85.06,82.24,84.17,421930000,1.19
MSFT,2017-10-01,74.71,86.2,73.71,83.18,449950000,11.67
MSFT,2017-09-01,74.71,75.97,72.92,74.49,376670000,-0.37
MSFT,2017-08-01,73.1,74.96,71.28,74.77,442760000,2.85
MSFT,2017-07-01,69.33,74.42,68.02,72.7,469850000,5.47
MSFT,2017-06-01,70.24,72.89,68.09,68.93,629720000,-1.3
MSFT,2017-05-01,68.68,70.74,67.14,69.84,517289999,2.02
MSFT,2017-04-01,65.81,69.14,64.85,68.46,433190000,3.95
MSFT,2017-03-01,64.13,66.19,63.62,65.86,489170000,2.94
MSFT,2017-02-01,64.36,65.24,62.75,63.98,440740000,-1.04
MSFT,2017-01-01,62.79,65.91,61.95,64.65,494440000,4.04
MSFT,2016-12-01,60.11,64.1,58.8,62.14,513580000,3.12
MSFT,2016-11-01,59.97,61.41,57.28,60.26,613060000,0.57
MSFT,2016-10-01,57.41,61.37,56.31,59.92,614840000,4.03
MSFT,2016-09-01,57.01,58.19,55.61,57.6,526860000,0.24
MSFT,2016-08-01,56.6,58.7,56.14,57.46,467080000,1.38
MSFT,2016-07-01,51.13,57.29,50.39,56.68,647590000,10.77
MSFT,2016-06-01,52.44,52.95,48.03,51.17,823990000,-3.45
MSFT,2016-05-01,50.0,53.0,49.46,53.0,530870000,6.28
MSFT,2016-04-01,55.05,56.77,49.35,49.87,699030000,-9.7
MSFT,2016-03-01,50.97,55.64,50.58,55.23,641130000,8.55
MSFT,2016-02-01,54.88,55.09,48.19,50.88,814770000,-7.64
MSFT,2016-01-01,54.32,55.39,49.1,55.09,927910000,-0.7
MSFT,2015-12-01,54.41,56.85,53.68,55.48,793070000,2.08
MSFT,2015-11-01,52.85,54.98,52.53,54.35,662630000,3.25
MSFT,2015-10-01,44.75,54.37,43.75,52.64,857330000,18.93
MSFT,2015-09-01,42.17,45.0,41.66,44.26,673080000,1.7
MSFT,2015-08-01,46.98,48.41,39.72,43.52,776500000,-6.81
MSFT,2015-07-01,44.46,47.4,43.32,46.7,725460000,5.78
MSFT,2015-06-01,47.06,47.77,43.94,44.15,664850000,-5.78
MSFT,2015-05-01,48.58,48.91,46.02,46.86,633070000,-3.66
MSFT,2015-04-01,40.6,49.54,40.12,48.64,874540000,19.63
MSFT,2015-03-01,43.67,44.19,40.54,40.66,824340000,-7.27
MSFT,2015-02-01,40.59,44.3,40.23,43.85,656510000,8.54
MSFT,2015-01-01,46.66,47.91,40.35,40.4,918970000,-13.02
MSFT,2014-12-01,47.88,49.06,44.9,46.45,626810000,-2.84
MSFT,2014-11-01,46.89,50.05,46.73,47.81,523010000,1.83
MSFT,2014-10-01,46.27,46.97,42.1,46.95,853300000,1.27
MSFT,2014-09-01,45.43,47.57,44.53,46.36,860840000,2.05
MSFT,2014-08-01,43.21,45.47,42.21,45.43,513929999,5.26
MSFT,2014-07-01,41.86,45.71,41.05,43.16,731660000,3.5
MSFT,2014-06-01,40.95,42.29,39.86,41.7,555810000,1.86
MSFT,2014-05-01,40.24,40.97,38.51,40.94,574400000,1.34
MSFT,2014-04-01,41.15,41.66,38.9,40.4,746150000,-1.44
MSFT,2014-03-01,37.92,41.5,37.49,40.99,778550000,7.0
MSFT,2014-02-01,37.74,38.46,35.69,38.31,718230000,1.24
MSFT,2014-01-01,37.35,37.89,34.63,37.84,932090000,1.15
MSFT,2013-12-01,38.09,38.98,35.53,37.41,826640000,-1.89
MSFT,2013-11-01,35.67,38.29,35.39,38.13,800460000,7.68
MSFT,2013-10-01,33.35,36.29,32.8,35.41,965360000,6.4
MSFT,2013-09-01,31.75,33.75,30.95,33.28,1250000000,-0.36
MSFT,2013-08-01,32.06,35.2,30.84,33.4,1050000000,4.9
MSFT,2013-07-01,34.75,36.43,31.02,31.84,1110000000,-7.84
MSFT,2013-06-01,34.92,35.78,32.57,34.55,945220000,-1.0
MSFT,2013-05-01,32.93,35.28,32.32,34.9,1070000000,5.44
MSFT,2013-04-01,28.64,33.11,28.11,33.1,1470000000,15.69
MSFT,2013-03-01,27.72,28.66,27.52,28.61,845030000,2.91
MSFT,2013-02-01,27.67,28.2,27.1,27.8,780650000,1.28
MSFT,2013-01-01,27.25,28.23,26.28,27.45,1150000000,2.77
MSFT,2012-12-01,26.78,27.73,26.26,26.71,947410000,0.38
MSFT,2012-11-01,28.84,30.2,26.34,26.61,1310000000,-6.76
MSFT,2012-10-01,29.81,30.25,27.76,28.54,1110000000,-4.1
MSFT,2012-09-01,30.45,31.61,29.74,29.76,893170000,-3.44
MSFT,2012-08-01,29.59,30.96,28.97,30.82,671800000,4.58
MSFT,2012-07-01,30.62,31.05,28.54,29.47,846660000,-3.66
MSFT,2012-06-01,28.76,31.14,28.32,30.59,973170000,4.8
MSFT,2012-05-01,32.05,32.34,28.64,29.19,1010000000,-8.84
MSFT,2012-04-01,32.22,32.89,30.23,32.02,940740000,-0.74
MSFT,2012-03-01,31.93,32.95,31.49,32.26,942420000,1.64
MSFT,2012-02-01,29.79,32.0,29.71,31.74,984400000,7.48
MSFT,2012-01-01,26.55,29.95,26.39,29.53,1350000000,13.75
MSFT,2011-12-01,25.56,26.19,25.16,25.96,1010000000,1.49
MSFT,2011-11-01,26.19,27.2,24.3,25.58,1050000000,-3.94
MSFT,2011-10-01,24.72,27.5,24.26,26.63,1220000000,6.99
MSFT,2011-09-01,26.46,27.5,24.6,24.89,1280000000,-6.43
MSFT,2011-08-01,27.51,27.68,23.79,26.6,1720000000,-2.92
MSFT,2011-07-01,25.93,28.14,25.84,27.4,1260000000,5.38
MSFT,2011-06-01,24.99,26.0,23.65,26.0,1300000000,3.96
MSFT,2011-05-01,25.94,26.25,24.03,25.01,1360000000,-3.51
MSFT,2011-04-01,25.53,26.87,24.72,25.92,1310000000,2.09
MSFT,2011-03-01,26.6,26.78,24.68,25.39,1310000000,-4.48
MSFT,2011-02-01,27.8,28.34,26.43,26.58,1110000000,-4.15
MSFT,2011-01-01,28.05,29.46,27.42,27.73,1360000000,-0.64
MSFT,2010-12-01,25.57,28.4,25.56,27.91,1030000000,10.49
MSFT,2010-11-01,26.88,27.49,24.93,25.26,1360000000,-5.25
MSFT,2010-10-01,24.77,27.2,23.78,26.66,1280000000,8.86
MSFT,2010-09-01,23.67,25.53,23.54,24.49,1270000000,4.39
MSFT,2010-08-01,25.99,26.38,23.32,23.46,1280000000,-9.1
MSFT,2010-07-01,23.09,26.41,22.73,25.81,1410000000,12.17
MSFT,2010-06-01,25.53,26.93,22.95,23.01,1670000000,-10.81
MSFT,2010-05-01,30.67,31.06,24.56,25.8,1720000000,-15.52
MSFT,2010-04-01,29.35,31.58,28.62,30.54,1320000000,4.27
MSFT,2010-03-01,28.77,30.57,28.24,29.29,1110000000,2.16
